扁柯盒籍,,,,
[八祸炼扒],,,,
磊丰备盒 : 岿,,,,
磊丰屈怕 : 扁夯,,,,
瘤开/瘤痢 : ,,,,
扁埃 : 2008~2018 01~12,,,,
,,,,
斥岿,瘤痢,乞闭扁柯(∩),弥历扁柯(∩),弥绊扁柯(∩)
09岿 16老,156,23,15.6,33
09岿 16老,159,22.9,17.1,29.7
09岿 16老,135,20,8.8,30.5
09岿 16老,136,21,9.6,31.1
09岿 16老,137,21.3,10.4,31.9
09岿 16老,138,22.4,17,32
09岿 16老,140,22.3,14.7,32.5
09岿 16老,143,21.9,13.1,32.2
09岿 16老,127,21.5,9.9,31.7
09岿 16老,129,21.7,12.9,30.4
09岿 16老,130,20.6,13.1,28.8
09岿 16老,131,22.7,13.4,31.4
09岿 16老,133,22.4,12.8,31.5
09岿 16老,112,22.9,15.4,29.1
09岿 16老,114,21.8,11,30.3
09岿 16老,115,20.3,14,26.2
09岿 16老,119,22.7,14.1,31.5
09岿 16老,121,20.6,10.4,31
09岿 16老,101,21.2,9.5,30.8
09岿 16老,102,20.4,14.1,27.4
09岿 16老,104,20,13.5,30.2
09岿 16老,105,20.6,12.6,30.9
09岿 16老,106,21,14.3,31.3
09岿 16老,108,23.1,14.3,31.1
09岿 16老,90,20.4,13.2,28.6
09岿 16老,95,20.2,6.1,29.7
09岿 16老,98,21.6,10,30.9
09岿 16老,99,21.1,9.3,30.5
09岿 16老,100,15.9,6.9,25.8
09岿 16老,289,20.8,11.7,30.6
09岿 16老,294,22.9,16.1,30.4
09岿 16老,295,22.4,15.8,30.6
09岿 16老,279,21.4,11.7,30.8
09岿 16老,281,21.4,11.1,31.6
09岿 16老,283,21.3,13.3,31.3
09岿 16老,284,20.3,9.6,30.3
09岿 16老,285,21.4,12,31.2
09岿 16老,288,22.3,12.3,31.3
09岿 16老,272,19.9,8.2,30.7
09岿 16老,273,19.4,8.4,29.9
09岿 16老,276,19.6,10.1,30.3
09岿 16老,277,20.8,13.6,32.2
09岿 16老,278,21.1,9.5,32.5
09岿 16老,263,20.4,10.2,30.2
09岿 16老,264,20.8,9.4,31.4
09岿 16老,266,22.8,16.3,30.8
09岿 16老,268,22.3,14,30.2
09岿 16老,271,19.1,6.4,29
09岿 16老,257,22.8,13.7,30.7
09岿 16老,258,22.3,13.4,32
09岿 16老,259,22.3,13.2,32
09岿 16老,260,22.1,12.6,31.2
09岿 16老,261,22.2,13.2,31
09岿 16老,262,22.1,14.5,30.9
09岿 16老,251,22.8,14.1,32.3
09岿 16老,252,22.1,13.2,31.5
09岿 16老,253,22.1,15.8,30.4
09岿 16老,254,20.5,10,31.2
09岿 16老,255,22.2,14.4,30.4
09岿 16老,243,22.3,12.6,31.4
09岿 16老,244,20.9,9,32
09岿 16老,245,22.7,12.7,32.2
09岿 16老,247,21.8,13.2,31.2
09岿 16老,248,19.6,7.5,29.8
09岿 16老,221,20,6.9,30.4
09岿 16老,226,20.5,8.6,30.7
09岿 16老,232,21,9.9,30.4
09岿 16老,235,22.2,14.6,30.9
09岿 16老,236,21.9,12.7,31.7
09岿 16老,238,21,8.9,31.1
09岿 16老,203,21.5,9.5,31.8
09岿 16老,211,19.4,8.1,29.9
09岿 16老,212,21,9.2,31.5
09岿 16老,216,16.8,8.4,27.3
09岿 16老,217,19.5,10.2,29.3
09岿 16老,188,23.4,17.9,29.3
09岿 16老,189,23.7,18.5,29.1
09岿 16老,192,21.5,11.1,30.5
09岿 16老,201,21.4,9.9,29.5
09岿 16老,202,21.8,10.7,31.5
09岿 16老,172,22,13.5,32.2
09岿 16老,174,21.8,11.8,31.7
09岿 16老,175,20.6,14.6,29.5
09岿 16老,177,21.8,11,31.5
09岿 16老,184,23.9,18.9,33
09岿 16老,185,23.4,18.1,31
09岿 16老,162,22.8,16,29.7
09岿 16老,165,23.1,16.4,32.4
09岿 16老,168,23,17.2,29.2
09岿 16老,169,21.4,16.4,28.3
09岿 16老,170,22.8,15.9,32
09岿 16老,146,22.6,13.9,32.5
09岿 16老,152,21.7,15.6,30
10岿 16老,155,17.4,7.6,29.1
10岿 16老,156,17.2,5.9,31.1
10岿 16老,159,18.7,9.8,28.3
10岿 16老,135,14.2,0.7,24.8
10岿 16老,136,15,3.1,27.8
10岿 16老,137,15.3,3.6,28.8
10岿 16老,138,17.7,8.1,28.2
10岿 16老,140,16.2,3.8,29.5
10岿 16老,143,16.6,5.7,27.6
10岿 16老,127,14.8,-0.9,29
10岿 16老,129,15.3,-0.5,28.2
10岿 16老,130,15.6,5.2,25.2
10岿 16老,131,15.9,1.8,29
10岿 16老,133,15.7,1.2,27.9
10岿 16老,112,16.2,2.1,27.7
10岿 16老,114,15.1,1.3,28.4
10岿 16老,115,15.5,8.2,24.8
10岿 16老,119,15.7,0,28.9
10岿 16老,121,14.7,1.9,27
10岿 16老,101,14.6,-1.6,28.1
10岿 16老,102,15,2.2,23.3
10岿 16老,104,14.9,3.4,24.9
10岿 16老,105,15.6,4.7,26.2
10岿 16老,106,16.2,5.8,24.8
10岿 16老,108,16.1,0.7,29
10岿 16老,90,15.3,3.3,24.2
10岿 16老,93,14.1,-1.9,29
10岿 16老,95,13.4,-4,27.3
10岿 16老,98,14.6,-1.8,28.5
10岿 16老,99,13.7,-3.7,28.4
10岿 16老,100,9.8,-2.5,22.8
10岿 16老,289,15.5,4.2,27.4
10岿 16老,294,18.4,8.3,28.8
10岿 16老,295,17.4,8.2,29
10岿 16老,279,15.7,4.5,26.8
10岿 16老,281,16,3,29.3
10岿 16老,283,16,4.5,30.2
10岿 16老,284,14.5,2.7,26.5
10岿 16老,285,15.8,3.7,28.1
10岿 16老,288,16.8,4.6,30
10岿 16老,272,13.9,0.7,26.6
10岿 16老,273,13.5,0.9,28.1
10岿 16老,276,13.8,1,25.9
10岿 16老,277,16,4.8,27.2
10岿 16老,278,15,1.2,27.9
10岿 16老,263,15.1,3,27.9
10岿 16老,264,15.5,2.6,29.1
10岿 16老,266,17.8,7.3,28.5
10岿 16老,268,17.6,4.4,28.6
10岿 16老,271,13,-0.6,25.9
10岿 16老,257,18,7.4,29.8
10岿 16老,258,17.1,5.5,28.2
10岿 16老,259,17.2,4.4,29.3
10岿 16老,260,17.1,3.7,28.6
10岿 16老,261,16.8,2.8,29.6
10岿 16老,262,16.9,4.3,28
10岿 16老,251,16.8,4.6,31.6
10岿 16老,252,16.1,3.4,30.7
10岿 16老,253,17.5,7.7,28.7
10岿 16老,254,14.7,1.9,29
10岿 16老,255,17.3,6.8,30
10岿 16老,243,16.1,2,29.5
10岿 16老,244,15,1.7,29.1
10岿 16老,245,16.5,2.1,30.4
10岿 16老,247,15.7,3.2,29.3
10岿 16老,248,13.9,0.7,28
10岿 16老,221,13.2,-1.7,27.1
10岿 16老,226,14.1,-1.8,27.7
10岿 16老,232,14.5,-2.3,27.5
10岿 16老,235,16.3,2.2,30.8
10岿 16老,236,15.4,0.1,29.6
10岿 16老,238,14.6,-0.3,27.9
10岿 16老,203,14.4,-2.6,29.1
10岿 16老,211,13.1,-1.2,27.1
10岿 16老,212,14.3,-1.5,29.1
10岿 16老,216,11.3,-1,22.6
10岿 16老,217,13.4,1.1,27
10岿 16老,188,19.8,11,29.5
10岿 16老,189,20.4,13.2,30
10岿 16老,192,16,3.7,28.4
10岿 16老,201,14.6,-1.5,27.4
10岿 16老,202,14.9,-1,28.4
10岿 16老,172,16.3,4,30.3
10岿 16老,174,15.8,1.8,27.8
10岿 16老,175,15.3,4.8,27.5
10岿 16老,177,15.2,-0.1,28.9
10岿 16老,184,20.1,12.2,32.1
10岿 16老,185,19.7,11.6,29.4
10岿 16老,162,18.4,8.8,28.3
10岿 16老,165,17.3,7.1,29.9
10岿 16老,168,18.3,8.4,26.7
10岿 16老,169,16.9,9.2,23.6
10岿 16老,170,17.9,7.8,28
10岿 16老,146,16.5,3.3,29.8
10岿 16老,152,17.2,7.2,29.3
11岿 16老,155,9.8,-1.7,21
11岿 16老,156,9.6,-0.5,21.9
11岿 16老,159,11.8,0.1,20.8
11岿 16老,135,6,-6.2,19.1
11岿 16老,136,6.7,-6.3,20.2
11岿 16老,137,7.1,-4.8,20.9
11岿 16老,138,10.5,-0.5,21
11岿 16老,140,8.4,-2.6,21.8
11岿 16老,143,8.8,-3,20.4
11岿 16老,127,5.9,-7.6,22.5
11岿 16老,129,7.2,-4.5,19.9
11岿 16老,130,9.1,-2.2,22.2
11岿 16老,131,6.9,-4.2,21
11岿 16老,133,7.2,-4.9,21.9
11岿 16老,112,7.4,-4.6,18.8
11岿 16老,114,6.7,-5.9,19
11岿 16老,115,9.3,1.5,20.7
11岿 16老,119,7,-4.6,20
11岿 16老,121,6.3,-7.3,20.3
11岿 16老,101,5.4,-8.2,19
11岿 16老,102,7.5,-1.7,16.4
11岿 16老,104,8.6,-3,21.9
11岿 16老,105,9.1,-0.8,22.1
11岿 16老,106,10.1,-0.3,22.1
11岿 16老,108,6.8,-6.2,18.6
11岿 16老,90,8.4,-2.5,20.8
11岿 16老,93,5.1,-9.1,19.5
11岿 16老,95,4.3,-10.6,18.6
11岿 16老,98,6.1,-8.7,20
11岿 16老,99,4.7,-10.3,20.2
11岿 16老,100,2.5,-10.2,15.1
11岿 16老,289,8.2,-4,20.9
11岿 16老,294,11.1,1,20.2
11岿 16老,295,10.4,-0.4,20.6
11岿 16老,279,7.7,-3.5,20.8
11岿 16老,281,7.9,-5.6,21
11岿 16老,283,8.4,-4.2,21
11岿 16老,284,6.5,-6.4,20.2
11岿 16老,285,7.5,-4.3,21
11岿 16老,288,8.6,-3.6,21
11岿 16老,272,5.8,-7.3,19.8
11岿 16老,273,5.5,-6.2,18.6
11岿 16老,276,5.5,-8.2,19.2
11岿 16老,277,9.2,-2.1,22.2
11岿 16老,278,6,-7.6,21
11岿 16老,263,7.8,-4.1,21.6
11岿 16老,264,7.7,-5,21.8
11岿 16老,266,10.7,-0.2,20.5
11岿 16老,268,10.1,-0.8,20.3
11岿 16老,271,4.5,-8.9,17.7
11岿 16老,257,10.3,-1.1,21.3
11岿 16老,258,9.5,-1.8,21.9
11岿 16老,259,9.2,-1.1,22
11岿 16老,260,9.3,-2,21
11岿 16老,261,8.7,-3,21.3
11岿 16老,262,9.2,-1.9,20.6
11岿 16老,251,9.2,-2.5,22.5
11岿 16老,252,8.4,-3,20.6
11岿 16老,253,10.2,-0.7,21.1
11岿 16老,254,6.3,-4.9,19.6
11岿 16老,255,9.7,-1,21
11岿 16老,243,8.1,-3.5,21.1
11岿 16老,244,6.5,-5.8,20.8
11岿 16老,245,8,-2.7,21
11岿 16老,247,7.4,-3.5,19.9
11岿 16老,248,5.4,-6.6,18.1
11岿 16老,221,4.5,-9.6,20.5
11岿 16老,226,5.3,-7.2,21.7
11岿 16老,232,5.9,-6.7,21.2
11岿 16老,235,8.6,-2.4,21.1
11岿 16老,236,6.9,-4.8,22
11岿 16老,238,5.7,-6.2,20.4
11岿 16老,203,5.9,-7.7,19
11岿 16老,211,5,-8,17.9
11岿 16老,212,5.1,-8.8,18.1
11岿 16老,216,4.1,-8.5,16.4
11岿 16老,217,5,-7.5,17.4
11岿 16老,188,13.1,4.6,24.3
11岿 16老,189,14.6,5.9,24.1
11岿 16老,192,8.3,-3.6,20.9
11岿 16老,201,6.3,-7.7,18.5
11岿 16老,202,6.2,-7.3,18.6
11岿 16老,172,8.9,-2.1,20.9
11岿 16老,174,7.6,-4.1,20.6
11岿 16老,175,8.4,-2,20.3
11岿 16老,177,7.1,-4.6,20.8
11岿 16老,184,13.7,6.7,23.2
11岿 16老,185,13.4,5.6,22.2
11岿 16老,162,11.4,0.1,20.4
11岿 16老,165,10,0.3,20.4
11岿 16老,168,11.4,1.6,20.2
11岿 16老,169,10.9,3.4,20.1
11岿 16老,170,10.7,2.1,21
11岿 16老,146,8.6,-2.1,21.1
11岿 16老,152,10.1,-1,21.2
12岿 16老,155,5.4,-4.1,18.9
12岿 16老,156,4.7,-4.6,17.3
12岿 16老,159,7.3,-3.2,17.6
12岿 16老,136,1.7,-10,13.3
12岿 16老,137,2.5,-6.4,14.4
12岿 16老,138,6.2,-4.5,18.6
12岿 16老,140,3.6,-7,16.4
12岿 16老,143,4,-5.1,16.6
12岿 16老,127,0.6,-11.2,15.6
12岿 16老,129,2.2,-9.3,16.1
12岿 16老,130,5.5,-5.2,18.4
12岿 16老,131,2.3,-7.5,14.3
12岿 16老,133,2.5,-8.3,14.8
12岿 16老,135,1.5,-8.9,13.9
12岿 16老,112,2.2,-7.7,13
12岿 16老,114,0.8,-11.1,14.2
12岿 16老,115,5.9,-1.4,15.8
12岿 16老,119,1.7,-9.5,14.6
12岿 16老,121,1.2,-11,15.2
12岿 16老,102,3,-4,11.3
12岿 16老,104,4.5,-6.9,15.2
12岿 16老,105,5,-5.6,15.5
12岿 16老,106,6.5,-3.7,15.9
12岿 16老,108,1.2,-9.8,13.6
12岿 16老,90,4.4,-6.1,14.1
12岿 16老,93,-0.2,-12.1,10.2
12岿 16老,95,-1.4,-18.7,11.8
12岿 16老,98,0.6,-12,14.6
12岿 16老,99,-0.6,-13.4,11.4
12岿 16老,100,-2.7,-21.7,11.6
12岿 16老,101,0.1,-11.7,10.5
12岿 16老,289,3.2,-7.6,14.7
12岿 16老,294,6.8,-1.9,19.4
12岿 16老,295,5.6,-4.4,20.5
12岿 16老,281,3.4,-8.1,16.4
12岿 16老,283,4.1,-6.2,19
12岿 16老,284,1.7,-9.7,15.3
12岿 16老,285,2.4,-8.3,17.5
12岿 16老,288,3.9,-7.2,19.6
12岿 16老,272,1.1,-10.9,13.1
12岿 16老,273,1.8,-8.7,14.5
12岿 16老,276,1,-11.1,17.3
12岿 16老,277,5,-5.4,16.7
12岿 16老,278,0.9,-12.3,14.8
12岿 16老,279,3.1,-6.1,15.7
12岿 16老,263,2.9,-8.7,19.5
12岿 16老,264,2.9,-8.7,17
12岿 16老,266,5.9,-4.3,18.4
12岿 16老,268,5.8,-4.3,19.3
12岿 16老,271,0,-12.4,14.4
12岿 16老,258,4.8,-4.6,18.3
12岿 16老,259,4.9,-4.3,18.7
12岿 16老,260,4.8,-5.5,19.9
12岿 16老,261,4.4,-6.6,19.1
12岿 16老,262,4.7,-5.6,18.9
12岿 16老,251,4.3,-6.3,19
12岿 16老,252,3.3,-7.3,18.2
12岿 16老,253,5.6,-4.3,17.8
12岿 16老,254,1.3,-10.4,16.5
12岿 16老,255,5.1,-3.9,18.1
12岿 16老,257,5.8,-3.4,18.4
12岿 16老,243,3.5,-7,17.8
12岿 16老,244,1.3,-11.7,16.7
12岿 16老,245,3.1,-7.6,18.4
12岿 16老,247,2.2,-9,18.4
12岿 16老,248,0.8,-11.8,16.6
12岿 16老,226,0.7,-12.4,13.9
12岿 16老,232,1.1,-12,14
12岿 16老,235,3.7,-7,16.5
12岿 16老,236,2.1,-9,16
12岿 16老,238,1,-10.4,15.6
12岿 16老,203,0.3,-11.4,14.3
12岿 16老,211,-0.1,-12.3,12.7
12岿 16老,212,-0.5,-13.8,12.9
12岿 16老,216,-0.4,-13.7,13.4
12岿 16老,217,0.2,-11.6,13.4
12岿 16老,221,-0.8,-14,13.9
12岿 16老,188,9,0.3,20.1
12岿 16老,189,10.4,1.6,19.8
12岿 16老,192,3.2,-8.8,18.5
12岿 16老,201,0.8,-11,11.8
12岿 16老,202,0.6,-12.1,14.4
12岿 16老,174,3.3,-6.3,18.2
12岿 16老,175,3.8,-4.9,16.3
12岿 16老,177,2.2,-9.7,16.6
12岿 16老,184,9.5,3.1,22.3
12岿 16老,185,9.4,2.1,19.5
12岿 16老,162,6.8,-2.7,19.3
12岿 16老,165,5.5,-3.8,19.1
12岿 16老,168,6.4,-2.9,18.6
12岿 16老,169,6.6,1.1,16.1
12岿 16老,170,6.4,-1.9,20.2
12岿 16老,172,4.3,-5.4,19
12岿 16老,146,3.8,-6.5,16.9
12岿 16老,152,6.1,-4.7,17.4
01岿 17老,143,1.1,-9,13
01岿 17老,146,0.8,-9.7,13.7
01岿 17老,152,2.8,-8.7,13.6
01岿 17老,155,2.6,-8.4,15.1
01岿 17老,156,2,-7.9,14.8
01岿 17老,133,-0.4,-11.8,14.8
01岿 17老,135,-1.2,-11.8,12.1
01岿 17老,136,-1,-14.5,12.5
01岿 17老,137,0.1,-9.8,13.5
01岿 17老,138,2.9,-8,12.9
01岿 17老,121,-1.7,-15.6,14.1
01岿 17老,127,-2.5,-16,13.3
01岿 17老,129,-1.2,-12.9,11
01岿 17老,130,2.1,-8.8,13.8
01岿 17老,131,-0.8,-11.1,12.8
01岿 17老,106,3.2,-6.7,14.2
01岿 17老,108,-1.8,-12.6,11.4
01岿 17老,112,-0.9,-11.1,10.8
01岿 17老,114,-2.2,-15.2,12.2
01岿 17老,115,2.6,-7,12.4
01岿 17老,119,-1.5,-13.6,11.9
01岿 17老,100,-6.2,-21.1,6.9
01岿 17老,101,-3,-15.9,10.9
01岿 17老,102,-0.2,-7.3,7.7
01岿 17老,104,1.2,-10.7,12
01岿 17老,105,1.5,-9.6,12.3
01岿 17老,90,0.8,-11.2,11.3
01岿 17老,93,-3.4,-17,11.6
01岿 17老,95,-4.4,-18.2,9.9
01岿 17老,98,-2.5,-14.9,13.6
01岿 17老,99,-3.9,-17.9,10.1
01岿 17老,285,0.3,-12.4,13.8
01岿 17老,288,1,-11.4,14.3
01岿 17老,289,1,-11.2,13.1
01岿 17老,294,3.5,-6.8,14
01岿 17老,295,2.8,-9.1,15.1
01岿 17老,278,-2.2,-16.7,12.3
01岿 17老,279,0.5,-9.2,12.5
01岿 17老,281,0.5,-11.4,12.6
01岿 17老,283,1,-9.4,13.1
01岿 17老,284,-0.6,-13.8,12.4
01岿 17老,271,-3.2,-17.9,10.8
01岿 17老,272,-1.7,-15.1,12
01岿 17老,273,-0.7,-10.7,12.6
01岿 17老,276,-2.1,-16.3,10.9
01岿 17老,277,1.8,-8.8,12.1
01岿 17老,261,1.6,-10.4,13.4
01岿 17老,262,2,-9,14.1
01岿 17老,263,0.7,-11.9,15.4
01岿 17老,264,0.6,-12.3,14.7
01岿 17老,266,3.1,-7.6,15.2
01岿 17老,268,3.2,-6,13.9
01岿 17老,255,2.5,-9,14.6
01岿 17老,257,2.9,-7.4,14.8
01岿 17老,258,2.2,-8.1,14.2
01岿 17老,259,2.2,-7.3,14.3
01岿 17老,260,2.1,-7.9,14.8
01岿 17老,248,-2.4,-16.6,12.2
01岿 17老,251,1.2,-9.7,14.5
01岿 17老,252,0.3,-9.8,13.5
01岿 17老,253,2.8,-8.1,14.3
01岿 17老,254,-1.8,-14.8,12.9
01岿 17老,236,-1.1,-13.3,12.7
01岿 17老,238,-2,-15,13.4
01岿 17老,243,0.6,-9.6,12.3
01岿 17老,244,-1.5,-14.7,14.4
01岿 17老,245,0.1,-10.8,13.5
01岿 17老,247,-0.4,-13.1,14.3
01岿 17老,217,-3.1,-17.2,9.8
01岿 17老,221,-4,-18.9,12.2
01岿 17老,226,-2.5,-16.9,13.2
01岿 17老,232,-1.9,-15.9,12.4
01岿 17老,235,0.4,-10.4,11
01岿 17老,202,-2.5,-17,13
01岿 17老,203,-2.6,-17.4,12.9
01岿 17老,211,-3.4,-16.8,10
01岿 17老,212,-3.7,-18.2,11.5
01岿 17老,216,-4.4,-16.3,7
01岿 17老,184,6.6,0.7,14.8
01岿 17老,185,6.5,0.3,17.9
01岿 17老,188,6,-1.2,16.4
01岿 17老,189,7.5,0,17.8
01岿 17老,192,0.8,-11.5,14.3
01岿 17老,201,-2.3,-14.3,10.4
01岿 17老,170,3.7,-4.9,14
01岿 17老,172,0.9,-9.4,13.2
01岿 17老,174,0.5,-9.8,13.8
01岿 17老,175,0.6,-7.7,14
01岿 17老,177,-1,-14.2,12.2
01岿 17老,159,4.1,-7.7,15.1
01岿 17老,162,3.8,-7.3,13.5
01岿 17老,165,2.6,-6.5,13.2
01岿 17老,168,3.4,-6.8,13.7
01岿 17老,169,4,-2.4,12.7
01岿 17老,140,0.5,-10,12.3
02岿 17老,143,3.2,-6.2,17.1
02岿 17老,146,1.9,-6.5,15.7
02岿 17老,152,4.4,-5.9,15.8
02岿 17老,155,4.1,-6.5,16.4
02岿 17老,156,2.9,-5.3,15.7
02岿 17老,133,1.2,-9,15.5
02岿 17老,135,0.3,-8.2,15.3
02岿 17老,136,1,-9.7,14.7
02岿 17老,137,1.7,-7.2,16.2
02岿 17老,138,4.6,-5.9,17.8
02岿 17老,121,0.2,-11.2,13.8
02岿 17老,127,-0.2,-11.9,13.8
02岿 17老,129,-0.4,-9.8,11
02岿 17老,130,3.6,-7.2,18.5
02岿 17老,131,0.8,-7.7,13.8
02岿 17老,106,5,-4.7,17.9
02岿 17老,108,-0.2,-9.3,12.3
02岿 17老,112,0.2,-7.7,10.5
02岿 17老,114,-0.1,-11.4,12.6
02岿 17老,115,2.6,-4.6,10.9
02岿 17老,119,0,-9.8,13
02岿 17老,100,-4.3,-17.1,7.3
02岿 17老,101,-1.2,-14.4,12.3
02岿 17老,102,0.3,-7.1,8
02岿 17老,104,3.2,-7.1,14.8
02岿 17老,105,3.5,-6.9,15.5
02岿 17老,90,3,-8.2,14.7
02岿 17老,93,-1.5,-15.7,12.2
02岿 17老,95,-2.6,-16.6,10.6
02岿 17老,98,-0.8,-11.8,12.4
02岿 17老,99,-2.3,-14.9,10.7
02岿 17老,285,2.4,-9.8,16
02岿 17老,288,3.3,-8.3,16.4
02岿 17老,289,3,-7.2,17.1
02岿 17老,294,5.2,-3.7,16.8
02岿 17老,295,4.3,-5.9,15.5
02岿 17老,278,0.1,-13.5,16.5
02岿 17老,279,2.6,-6.5,17.4
02岿 17老,281,2.5,-7.6,16.7
02岿 17老,283,3,-7,18.1
02岿 17老,284,1.3,-9.9,15.7
02岿 17老,271,-0.9,-13.1,13.5
02岿 17老,272,0.1,-10.3,13.9
02岿 17老,273,0.9,-8.1,14.2
02岿 17老,276,-0.1,-12,15
02岿 17老,277,3.4,-7.1,17.4
02岿 17老,261,1.9,-9.1,15.2
02岿 17老,262,3,-6.9,14.9
02岿 17老,263,2.8,-9.3,16
02岿 17老,264,2.3,-8.3,16.3
02岿 17老,266,4.2,-5,15.9
02岿 17老,268,3.2,-6.1,14.5
02岿 17老,255,4.3,-6.5,16.2
02岿 17老,257,4.9,-4.9,17.1
02岿 17老,258,3.1,-6.2,15.3
02岿 17老,259,2.8,-6.4,14.7
02岿 17老,260,2.9,-7.7,15.5
02岿 17老,248,-0.5,-11.7,12.8
02岿 17老,251,2.3,-7.1,14.8
02岿 17老,252,1,-8.5,13.8
02岿 17老,253,4.5,-5.9,16.5
02岿 17老,254,-0.2,-10.7,12.8
02岿 17老,236,0.5,-9.7,13.9
02岿 17老,238,0.1,-11.1,15.5
02岿 17老,243,1.7,-7.7,14.9
02岿 17老,244,0,-9.8,14.7
02岿 17老,245,1.3,-7.9,14.1
02岿 17老,247,1.1,-9.8,15.2
02岿 17老,217,-1.1,-12.7,12.1
02岿 17老,221,-1.9,-15,12
02岿 17老,226,-0.4,-12.7,15.1
02岿 17老,232,-0.1,-11.1,13.3
02岿 17老,235,1,-8.1,12.7
02岿 17老,202,-0.4,-13,12.9
02岿 17老,203,-0.4,-12.8,13.7
02岿 17老,211,-1.8,-14.7,11.1
02岿 17老,212,-1.6,-15.4,12.3
02岿 17老,216,-2.2,-13.7,10.4
02岿 17老,184,6.8,-1.1,18.9
02岿 17老,185,6.4,-1.4,16.4
02岿 17老,188,6,-3.8,17.3
02岿 17老,189,7.9,-1.6,17.1
02岿 17老,192,2.9,-9.3,16.1
02岿 17老,201,-0.7,-11.4,10.5
02岿 17老,170,4.1,-3.4,15.4
02岿 17老,172,1.7,-6.5,14
02岿 17老,174,1.6,-7.9,15.6
02岿 17老,175,1.1,-6.7,13.2
02岿 17老,177,0.7,-9,12.8
02岿 17老,159,5.5,-5.7,17.7
02岿 17老,162,5,-4.5,14.9
02岿 17老,165,3,-5.2,13.8
02岿 17老,168,4.3,-4.3,14.2
02岿 17老,169,4,-2.7,14.1
02岿 17老,140,1.5,-7.4,15.4
03岿 17老,143,7.9,-2.5,20.2
03岿 17老,146,6.5,-3,19.3
03岿 17老,152,8,-2.5,18.2
03岿 17老,155,8,-3.9,19
03岿 17老,156,7.4,-2.4,20.6
03岿 17老,133,6.8,-3.7,19.5
03岿 17老,135,5.5,-4.9,18.7
03岿 17老,136,6.2,-5.1,20.3
03岿 17老,137,7.3,-3,20.7
03岿 17老,138,8.6,-1.9,19.4
03岿 17老,121,5.6,-5.5,19.9
03岿 17老,127,5.5,-6.8,19.6
03岿 17老,129,4.5,-6.4,17.6
03岿 17老,130,6.6,-3.2,18.1
03岿 17老,131,6.8,-3.6,18.8
03岿 17老,106,8.2,-0.3,17.5
03岿 17老,108,6.3,-5.3,18.9
03岿 17老,112,5.8,-3.5,15.6
03岿 17老,114,5.6,-5,17.6
03岿 17老,115,6.1,-1.6,14.5
03岿 17老,119,5.7,-5.6,18.7
03岿 17老,100,0.3,-10.4,12.2
03岿 17老,101,5,-7.4,19
03岿 17老,102,4.8,-3.4,14.8
03岿 17老,104,6.7,-3.2,17.2
03岿 17老,105,7.1,-2.9,17.4
03岿 17老,90,7,-2.8,18.5
03岿 17老,93,4.6,-8.3,19
03岿 17老,95,3.5,-9.4,17.4
03岿 17老,98,5.6,-7.3,21
03岿 17老,99,3.8,-8.5,18.8
03岿 17老,285,6.9,-6,20.5
03岿 17老,288,7.5,-5.8,21.1
03岿 17老,289,6.8,-3.4,20.1
03岿 17老,294,8.7,-1.4,19.2
03岿 17老,295,8.1,-1.9,19
03岿 17老,278,5.4,-8.9,20.6
03岿 17老,279,7.6,-2.4,19.7
03岿 17老,281,6.9,-4.9,20.4
03岿 17老,283,6.8,-3.8,19.7
03岿 17老,284,5.7,-6.4,19.3
03岿 17老,271,3.7,-8.1,18.9
03岿 17老,272,5.3,-5.8,19.8
03岿 17老,273,6.4,-4.2,20.2
03岿 17老,276,4.4,-7.1,19.7
03岿 17老,277,7.3,-2.7,19
03岿 17老,261,5.5,-7.4,19.4
03岿 17老,262,6.7,-3.8,19.4
03岿 17老,263,7.1,-6.1,20.7
03岿 17老,264,6.4,-5.2,21.8
03岿 17老,266,8.4,-1.9,19.9
03岿 17老,268,6.3,-4.1,17.3
03岿 17老,255,8.2,-3.4,19.8
03岿 17老,257,8.4,-2.4,20.9
03岿 17老,258,7.2,-5.8,18.5
03岿 17老,259,6.7,-4.5,19.2
03岿 17老,260,6.9,-5.3,19.7
03岿 17老,248,3.5,-7.8,18.7
03岿 17老,251,6.1,-4,19.2
03岿 17老,252,4.9,-5.3,17.8
03岿 17老,253,8.3,-3.2,19.6
03岿 17老,254,4.3,-7,18.2
03岿 17老,236,5.5,-5.3,19.3
03岿 17老,238,4.9,-6.4,18.7
03岿 17老,243,5.6,-3.4,17.7
03岿 17老,244,4,-7.8,19.2
03岿 17老,245,5.5,-4,18.6
03岿 17老,247,5.6,-5.7,19.7
03岿 17老,217,3.8,-6.3,18.5
03岿 17老,221,3.8,-9.7,18.6
03岿 17老,226,5,-6.8,19.5
03岿 17老,232,5.6,-6.8,18.6
03岿 17老,235,5.3,-3.9,16.2
03岿 17老,202,5.8,-6.4,19.4
03岿 17老,203,5.6,-5.8,19.6
03岿 17老,211,3.8,-6,18.1
03岿 17老,212,4.7,-7.5,19.4
03岿 17老,216,1.7,-8.7,15.4
03岿 17老,184,9.8,3,17.9
03岿 17老,185,9.4,0,19.1
03岿 17老,188,9.1,-1.4,17.8
03岿 17老,189,10.3,2,17.6
03岿 17老,192,6.6,-6.6,20.3
03岿 17老,201,5,-5.4,17
03岿 17老,170,7.9,-1.3,19.4
03岿 17老,172,5.2,-5.1,18.2
